country,region,theme,improvement,foa,int_outcome,foa_nlo1_effectiveness,when_int_outcome,achieved_int_outcome
Malawi,Africa,Industrial Applications/Radiation technology,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reference products for science and trade,Produce data to inform policies,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,,0
Malawi,Africa,Industrial Applications/Radiation technology,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,Reference products for science and trade,Upgraded institutions,Reliabile and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,,0
Malawi,Africa,Industrial Applications/Radiation technology,"Safe and effective utilization, operation, and maintenance of research reactors",Research reactors,Curricula in new professions,Safe and effective utilization operation and maintenance of research reactors,,0
Malawi,Africa,Industrial Applications/Radiation technology,"Safe and effective utilization, operation, and maintenance of research reactors",Research reactors,Develop regulatory frameworks,Safe and effective utilization operation and maintenance of research reactors,,0
Malawi,Africa,Industrial Applications/Radiation technology,"Safe and effective utilization, operation, and maintenance of research reactors",Research reactors,Introduce new technologies,Safe and effective utilization operation and maintenance of research reactors,,0
Malawi,Africa,Industrial Applications/Radiation technology,"Safe and effective utilization, operation, and maintenance of research reactors",Research reactors,Produce data to inform policies,Safe and effective utilization operation and maintenance of research reactors,,0
Malawi,Africa,Industrial Applications/Radiation technology,"Safe and effective utilization, operation, and maintenance of research reactors",Research reactors,Upgraded institutions,Safe and effective utilization operation and maintenance of research reactors,,0
Malawi,Africa,Safety and Security,Effective emergency preparedness & response,Emergency preparednes and response,Curricula in new professions,Establish emergency preparedness & response,,0
Malawi,Africa,Safety and Security,Effective emergency preparedness & response,Emergency preparednes and response,Develop regulatory frameworks,Establish emergency preparedness & response,,0
Malawi,Africa,Safety and Security,Effective emergency preparedness & response,Emergency preparednes and response,Introduce new technologies,Establish emergency preparedness & response,,0
Malawi,Africa,Safety and Security,Effective emergency preparedness & response,Emergency preparednes and response,Produce data to inform policies,Establish emergency preparedness & response,,0
Malawi,Africa,Safety and Security,Effective emergency preparedness & response,Emergency preparednes and response,Upgraded institutions,Establish emergency preparedness & response,,0
Malawi,Africa,Safety and Security,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.","Radioactive waste management, decommissioning and environmental remediation",Curricula in new professions,Radioactive waste management,,0
Malawi,Africa,Safety and Security,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.","Radioactive waste management, decommissioning and environmental remediation",Develop regulatory frameworks,Radioactive waste management,,0
Malawi,Africa,Safety and Security,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.","Radioactive waste management, decommissioning and environmental remediation",Introduce new technologies,Radioactive waste management,,0
Malawi,Africa,Safety and Security,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.","Radioactive waste management, decommissioning and environmental remediation",Produce data to inform policies,Radioactive waste management,,0
Malawi,Africa,Safety and Security,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.","Radioactive waste management, decommissioning and environmental remediation",Upgraded institutions,Radioactive waste management,,0
Malawi,Africa,Safety and Security,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Governtmental and regulatry infrastructure for nuclear installations safety,Curricula in new professions,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,,0
Malawi,Africa,Safety and Security,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Governtmental and regulatry infrastructure for nuclear installations safety,Develop regulatory frameworks,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,,0
Malawi,Africa,Safety and Security,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Governtmental and regulatry infrastructure for nuclear installations safety,Introduce new technologies,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,,0
Malawi,Africa,Safety and Security,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Governtmental and regulatry infrastructure for nuclear installations safety,Produce data to inform policies,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,,0
Malawi,Africa,Safety and Security,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Governtmental and regulatry infrastructure for nuclear installations safety,Upgraded institutions,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,,0
