interview__id,theme,dev_reason,region,foa,improvement,tcp_contribution,period,value,status,shrinked
843881cec4464b988fd64c789dee28d0,Health and Nutrition,,Europe,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
843881cec4464b988fd64c789dee28d0,Health and Nutrition,,Europe,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
855a8f3eeee24964be4aa7969bfd4712,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
855a8f3eeee24964be4aa7969bfd4712,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
94bf505ff53d4f4ba39b23226664c4bc,Food and Agriculture,,Latin America and the Caribbean,Food safety,Food safety and quality control,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
94bf505ff53d4f4ba39b23226664c4bc,Food and Agriculture,,Latin America and the Caribbean,Food safety,Food safety and quality control,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
9bc6b6ebabdc4263a204a5f265752c88,Food and Agriculture,,Africa,Livestock production,Sustainable animal production/livestock productivity,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
9bc6b6ebabdc4263a204a5f265752c88,Food and Agriculture,,Africa,Livestock production,Sustainable animal production/livestock productivity,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
a7687b048299411991c23c83eb876042,Water and the Environment,,Europe,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",1.To some extent,Before TCP,No capacity,0.No Capacity,Improved
a7687b048299411991c23c83eb876042,Water and the Environment,,Europe,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",1.To some extent,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
51994872d61a4e0f99a806b0eb1e316d,Industrial Applications/Radiation technology,,Africa,Reference products for science and trade,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
51994872d61a4e0f99a806b0eb1e316d,Industrial Applications/Radiation technology,,Africa,Reference products for science and trade,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
b0116dabc56b44c7bd0a92c3a90f46ad,Energy,,Latin America and the Caribbean,Energy planning,Energy planning and inform policies to meet future energy needs,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b0116dabc56b44c7bd0a92c3a90f46ad,Energy,,Latin America and the Caribbean,Energy planning,Energy planning and inform policies to meet future energy needs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
b1540465d2db458dbf783addc1e3791d,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b1540465d2db458dbf783addc1e3791d,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
b1540465d2db458dbf783addc1e3791d,Health and Nutrition,,Asia and the Pacific,Nutrition for improved health,Effective evidenced-based nutrition programming,,Before TCP,No capacity,0.No Capacity,Improved
b1540465d2db458dbf783addc1e3791d,Health and Nutrition,,Asia and the Pacific,Nutrition for improved health,Effective evidenced-based nutrition programming,,2023,No capacity,0.No Capacity,Improved
b428b5fff3f44d0d9473b484bb186384,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
b428b5fff3f44d0d9473b484bb186384,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
b428b5fff3f44d0d9473b484bb186384,Health and Nutrition,,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b428b5fff3f44d0d9473b484bb186384,Health and Nutrition,,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b52459e5443b406cbbb7915ba6c80ec9,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b52459e5443b406cbbb7915ba6c80ec9,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b52459e5443b406cbbb7915ba6c80ec9,Health and Nutrition,,Asia and the Pacific,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b52459e5443b406cbbb7915ba6c80ec9,Health and Nutrition,,Asia and the Pacific,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
b7254d4bdfb84769b55c2feccdb5fd2c,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
b7254d4bdfb84769b55c2feccdb5fd2c,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
b7254d4bdfb84769b55c2feccdb5fd2c,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
b7254d4bdfb84769b55c2feccdb5fd2c,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
bcf01e2ed2a44c58b397a51689c1f571,Water and the Environment,,Latin America and the Caribbean,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
bcf01e2ed2a44c58b397a51689c1f571,Water and the Environment,,Latin America and the Caribbean,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
c1948bb1382947a99d07f6c41aa64f80,Food and Agriculture,,Africa,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
c1948bb1382947a99d07f6c41aa64f80,Food and Agriculture,,Africa,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
c431e09e60b14f6fae21ce05b987940d,Energy,Other,Africa,Energy planning,Energy planning and inform policies to meet future energy needs,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Shrinked
c431e09e60b14f6fae21ce05b987940d,Energy,Other,Africa,Energy planning,Energy planning and inform policies to meet future energy needs,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Shrinked
c431e09e60b14f6fae21ce05b987940d,Energy,,Africa,Introduction of nuclear power,"Safe and sustainable introduction, operation, and lifetime management of nuclear power plant/ nuclear fuel cycle",,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
c431e09e60b14f6fae21ce05b987940d,Energy,,Africa,Introduction of nuclear power,"Safe and sustainable introduction, operation, and lifetime management of nuclear power plant/ nuclear fuel cycle",,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
13461d721fb942e7a13db85d13317785,Food and Agriculture,,Europe,Food safety,Food safety and quality control,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
13461d721fb942e7a13db85d13317785,Food and Agriculture,,Europe,Food safety,Food safety and quality control,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
13461d721fb942e7a13db85d13317785,Food and Agriculture,,Europe,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
13461d721fb942e7a13db85d13317785,Food and Agriculture,,Europe,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
