country,theme,foa,outcome,int_outcome,when_outcome,when_int_outcome,achieved_outcome,region,improvement,foa_nlo1_effectiveness,achieved_int_outcome
Marshall Islands,Safety and Security,Emergency preparednes and response,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Marshall Islands,Safety and Security,Emergency preparednes and response,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Marshall Islands,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Marshall Islands,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Marshall Islands,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Marshall Islands,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Marshall Islands,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Marshall Islands,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Marshall Islands,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Marshall Islands,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Marshall Islands,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Marshall Islands,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Marshall Islands,Safety and Security,Safety of nuclear installations,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Marshall Islands,Safety and Security,Safety of nuclear installations,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Marshall Islands,Safety and Security,Safety of nuclear installations,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Marshall Islands,Safety and Security,Safety of nuclear installations,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Marshall Islands,Safety and Security,Safety of nuclear installations,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Marshall Islands,Safety and Security,Radiation protection of workers and public,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Marshall Islands,Safety and Security,Radiation protection of workers and public,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Marshall Islands,Safety and Security,Radiation protection of workers and public,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
