id,country,theme,foa,when,achieved,level,indicator,region,improvement,foa_nlo1_effectiveness,id_outcome
A993,Latvia,FOOD and AGRICULTURE,Livestock production,,0,outcome,Increased used of new technologies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A993,Latvia,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Introduce new technologies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A994,Latvia,FOOD and AGRICULTURE,Livestock production,,0,outcome,New profession recognized,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A994,Latvia,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Curricula in new professions,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A995,Latvia,FOOD and AGRICULTURE,Livestock production,,0,outcome,Use of data to inform policies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A995,Latvia,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Produce data to inform policies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A996,Latvia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Adoption of regulatory frameworks,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A996,Latvia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Develop regulatory frameworks,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A997,Latvia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Creation of new Institution,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A997,Latvia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Upgraded institutions,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A998,Latvia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Increased used of new technologies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A998,Latvia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Introduce new technologies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A999,Latvia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,New profession recognized,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A999,Latvia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Curricula in new professions,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A1000,Latvia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Use of data to inform policies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A1000,Latvia,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Produce data to inform policies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A1001,Lesotho,FOOD and AGRICULTURE,Crop production,2020-2023,1,outcome,Adoption of regulatory frameworks,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A1001,Lesotho,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Develop regulatory frameworks,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A1002,Lesotho,FOOD and AGRICULTURE,Crop production,2015-2019,1,outcome,Creation of new Institution,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A1002,Lesotho,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Upgraded institutions,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A1003,Lesotho,FOOD and AGRICULTURE,Crop production,2015-2019,1,outcome,Increased used of new technologies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A1003,Lesotho,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Introduce new technologies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A1004,Lesotho,FOOD and AGRICULTURE,Crop production,2015-2019,1,outcome,New profession recognized,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A1004,Lesotho,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Curricula in new professions,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A1005,Lesotho,FOOD and AGRICULTURE,Crop production,2015-2019,1,outcome,Use of data to inform policies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A1005,Lesotho,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Produce data to inform policies,Africa,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A1006,Lesotho,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,outcome,Adoption of regulatory frameworks,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A1006,Lesotho,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,int_outcome,Develop regulatory frameworks,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A1007,Lesotho,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,outcome,Creation of new Institution,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A1007,Lesotho,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,int_outcome,Upgraded institutions,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A1008,Lesotho,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,outcome,Increased used of new technologies,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A1008,Lesotho,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,int_outcome,Introduce new technologies,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A1009,Lesotho,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,outcome,New profession recognized,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A1009,Lesotho,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,int_outcome,Curricula in new professions,Africa,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
